event_id,fecha_inicio,fecha_fin,nombre_evento,categoria,subcategoria,ambito,ubicacion,proximidad_la_roca,impacto_esperado,intensidad_sugerida,direccion_demanda,franja_probable,segmento_cliente,confianza_fecha,estimado,feature_sugerida,fuente_tipo,source_url,notas_modelado
EVT_0066,2026-07-15,2026-07-18,Fiestas de Ntra. Sra. del Carmen 2026 - programa principal,fiesta_local,fiesta_popular,Pozuelo,Parque Prados de Torrejon / Humera,media,medio,2,aumenta,"comida,tarde,cena,noche","familias,residentes,grupos",alta,0,carmen_pozuelo,oficial,https://www.pozuelodealarcon.org/fiestas-populares/programacion-fiestas-de-ntra-sra-del-carmen-2026,"Programa con feria, paella, conciertos, pasacalles, fuegos y actividades infantiles."
EVT_0067,2026-07-18,2026-07-19,Mundial 2026: tercer puesto y final,evento_deportivo_tv,futbol_mundial,Internacional / TV,Visionado en restaurantes,baja,alto,3,aumenta,"cena,noche","aficionados,grupos",alta,0,mundial_finales,oficial,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/match-schedule-fixtures-results-teams-stadiums,Fin de semana final del Mundial; intensidad especial si participa Espana.
EVT_0068,2026-07-19,2026-07-19,Cine de verano Pozuelo: Mr. Burton,evento_local_cultural,cine_verano,Pozuelo,Auditorio El Torreon,media,bajo,1,aumenta,"cena,noche","familias,residentes",alta,0,cine_verano_pozuelo,oficial,https://www.pozuelodealarcon.org/agenda-cultural,Sesion de cine de verano; coincide con final del Mundial.
EVT_0069,2026-07-26,2026-07-26,Cine de verano Pozuelo: Como entrenar a tu dragon,evento_local_cultural,cine_verano,Pozuelo,Auditorio El Torreon,media,bajo,1,aumenta,"cena,noche","familias,residentes",alta,0,cine_verano_pozuelo,oficial,https://www.pozuelodealarcon.org/agenda-cultural,Sesion familiar de cine de verano.
EVT_0070,2026-08-01,2026-08-01,Cine de verano Pozuelo: Los tipos malos 2,evento_local_cultural,cine_verano,Pozuelo,Auditorio El Torreon,media,bajo,1,aumenta,"cena,noche","familias,residentes",alta,0,cine_verano_pozuelo,oficial,https://www.pozuelodealarcon.org/agenda-cultural,Sesion familiar de cine de verano.
EVT_0071,2026-08-01,2026-08-31,Periodo agosto: vacaciones de residentes y menor actividad laboral,temporada_modelado,verano_agosto,Pozuelo / Madrid,Pozuelo,alta,negativo_medio,-2,disminuye,"comida_laboral,cena","residentes,empresas",media,1,agosto_vacaciones_residentes,regla_modelado,regla_modelado_negocio,Variable estacional para capturar caida potencial de comidas laborales y clientes habituales en agosto.
EVT_0072,2026-08-02,2026-08-02,Cine de verano Pozuelo: Wolfgang,evento_local_cultural,cine_verano,Pozuelo,Auditorio El Torreon,media,bajo,1,aumenta,"cena,noche","familias,residentes",alta,0,cine_verano_pozuelo,oficial,https://www.pozuelodealarcon.org/agenda-cultural,Ultima sesion detectada de cine de verano 2026.
EVT_0073,2026-08-14,2026-08-16,Puente de la Asuncion / operacion salida de agosto,calendario_social,puente_verano,Espana / Madrid,Pozuelo / Madrid,alta,negativo_bajo,-1,disminuye,"comida,cena",residentes,alta,0,puente_asuncion_agosto,regla_calendario,regla_calendario_estandar,El festivo del 15 de agosto cae en sabado; puede intensificar salidas de residentes en fin de semana.
EVT_0074,2026-09-01,2026-09-06,Vuelta de vacaciones de verano,temporada_modelado,retorno_rutina,Pozuelo / Madrid,Pozuelo,alta,medio,2,aumenta,"comida,cena","residentes,familias,empresas",media,1,vuelta_vacaciones,regla_modelado,regla_modelado_negocio,Rango heuristico de recuperacion de demanda antes del inicio escolar.
EVT_0075,2026-09-05,2026-09-13,Fiestas patronales de Ntra. Sra. de la Consolacion 2026,fiesta_local,fiesta_patronal,Pozuelo,Centro de Pozuelo / Plaza Padre Vallet / recinto ferial,media,alto,3,aumenta,"comida,tarde,cena,noche","familias,residentes,grupos,visitantes",media,1,consolacion_pozuelo,oficial,https://elresurgirdemadrid.com/fiestas-patronales-de-pozuelo-de-alarcon/,La fecha de inicio 05/09/2026 se apoya en fuente local y tradicion municipal; confirmar programa oficial antes de explotacion final.
EVT_0076,2026-09-07,2026-09-08,Inicio de curso escolar 2026/27,calendario_escolar,inicio_curso,Comunidad de Madrid,Pozuelo / Comunidad de Madrid,alta,medio,2,aumenta,"desayuno,comida,tarde","familias,profesores",alta,0,inicio_curso_escolar,oficial,https://www.comunidad.madrid/educacion/calendario-escolar,Inicio escalonado de curso; puede cambiar patrones de comidas familiares y horarios.
EVT_0077,2026-09-11,2026-09-13,Formula 1 Gran Premio de Espana 2026 - MADRING,evento_deportivo_madrid,formula_1,Madrid,MADRING / IFEMA Madrid,baja,medio,2,aumenta,"comida,tarde,cena,noche","turistas,aficionados,empresas",alta,0,f1_madrid,oficial,https://www.madring.com/en/press-releases/spanish-gp-calendar,"Evento internacional en Madrid; impacto indirecto por visitantes, hoteles, ocio y movilidad regional."
EVT_0078,2026-09-16,2026-10-01,XI Certamen de Pintura de Pozuelo - exposicion,evento_local_cultural,exposicion,Pozuelo,Centro Cultural MIRA,media,bajo,1,aumenta,"tarde,cena","publico_cultural,residentes",alta,0,exposicion_mira,oficial,https://www.pozuelodealarcon.org/agenda-cultural,Exposicion detectada hasta octubre; se trunca a 01/10/2026 por el rango del dataset.
