dataset,column,dtype,feature_dtype,origin,role,availability,safe_default,reason
features_article_period,history_observed_periods,int64,numeric,engineered,article_history_structure,past_only,True,Derived exclusively from report periods before the current one.
features_article_period,history_observation_rate,float64,numeric,engineered,article_history_structure,past_only,True,Derived exclusively from report periods before the current one.
features_article_period,units__expanding_mean_prior,float64,numeric,engineered,article_target_history,past_only,True,Expanding statistic computed only from previous periods.
features_article_period,units__expanding_std_prior,float64,numeric,engineered,article_target_history,past_only,True,Expanding statistic computed only from previous periods.
features_article_period,periods_since_last_observation,float64,numeric,engineered,article_history_structure,past_only,True,Derived exclusively from report periods before the current one.
features_article_period,article_demand_regime_prior,string,categorical_or_text,engineered,adaptive_demand_regime,past_only,True,"Demand regime is recomputed at each period using only prior coverage, avoiding future-information segmentation."
features_article_period,units__rolling_mean_4,float64,numeric,engineered,article_target_history,past_only,True,Rolling statistic over exact prior report periods; current-period target is excluded.
features_article_period,units__rolling_std_4,float64,numeric,engineered,article_target_history,past_only,True,Rolling statistic over exact prior report periods; current-period target is excluded.
features_article_period,units__rolling_count_4,float64,numeric,engineered,article_target_history,past_only,True,Rolling statistic over exact prior report periods; current-period target is excluded.
features_article_period,units__rolling_mean_8,float64,numeric,engineered,article_target_history,past_only,True,Rolling statistic over exact prior report periods; current-period target is excluded.
features_article_period,units__rolling_std_8,float64,numeric,engineered,article_target_history,past_only,True,Rolling statistic over exact prior report periods; current-period target is excluded.
features_article_period,units__rolling_count_8,float64,numeric,engineered,article_target_history,past_only,True,Rolling statistic over exact prior report periods; current-period target is excluded.
features_article_period,global_target_total__lag_1,float64,numeric,engineered,global_demand_history,past_only,True,Aggregate demand history is shifted so the current report period is never used.
features_article_period,global_target_total__rolling_mean_4,float64,numeric,engineered,global_demand_history,past_only,True,Aggregate demand history is shifted so the current report period is never used.
features_article_period,context_days_available,int64,numeric,engineered,context_coverage,known_in_advance,True,Number of Daily Gold rows available inside the report period.
features_article_period,context_temperature_mean__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_temperature_max__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_temperature_min__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_precipitation_mm__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_precipitation_mm__sum,float64,numeric,engineered,period_context,requires_forecast,False,Additive daily context summed over the report period.
features_article_period,context_rain_mm__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_rain_mm__sum,float64,numeric,engineered,period_context,requires_forecast,False,Additive daily context summed over the report period.
features_article_period,context_precipitation_hours__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_precipitation_hours__sum,float64,numeric,engineered,period_context,requires_forecast,False,Additive daily context summed over the report period.
features_article_period,context_wind_speed_max_kmh__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_sunshine_duration_s__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_sunshine_hours__mean,float64,numeric,engineered,period_context,requires_forecast,False,Mean daily context over the report period.
features_article_period,context_es_festivo__days_true,int64,numeric,engineered,period_context,known_in_advance,True,Aggregated from daily context over the report period.
features_article_period,context_num_festivos__mean,float64,numeric,engineered,period_context,known_in_advance,True,Mean daily context over the report period.
features_article_period,context_num_festivos__sum,float64,numeric,engineered,period_context,known_in_advance,True,Additive daily context summed over the report period.
features_article_period,context_tiene_evento__days_true,int64,numeric,engineered,period_context,known_in_advance,True,Aggregated from daily context over the report period.
features_article_period,context_num_eventos__mean,float64,numeric,engineered,period_context,known_in_advance,True,Mean daily context over the report period.
features_article_period,context_num_eventos__sum,float64,numeric,engineered,period_context,known_in_advance,True,Additive daily context summed over the report period.
features_article_period,context_event_intensity_mean__mean,float64,numeric,engineered,period_context,known_in_advance,True,Mean daily context over the report period.
features_article_period,context_event_intensity_max__mean,float64,numeric,engineered,period_context,known_in_advance,True,Mean daily context over the report period.
features_article_period,context_coverage_fraction,float64,numeric,engineered,context_coverage,known_in_advance,True,Fraction of the report period covered by available Daily Gold context rows.
features_article_period,target_observed,boolean,boolean,engineered,training_metadata,target_metadata,False,Indicates whether a supervised target is present.
features_article_period,training_eligible,boolean,boolean,engineered,training_metadata,target_metadata,False,Eligibility flag; incomplete periods/invalid targets can be excluded later without deleting them here.
